SLUG,URL,PAGE_FOUND
l29-delfin,https://globalmilitary.net/aircraft/l29-delfin/,9
l39-albatros,https://globalmilitary.net/aircraft/l39-albatros/,9
l-70-vinka,https://globalmilitary.net/aircraft/l-70-vinka/,9
l-90-redigo,https://globalmilitary.net/aircraft/l-90-redigo/,9
la-7-fin,https://globalmilitary.net/aircraft/la-7-fin/,9
lakshya,https://globalmilitary.net/aircraft/lakshya/,9
lasta-95,https://globalmilitary.net/aircraft/lasta-95/,9
learjet-35,https://globalmilitary.net/aircraft/learjet-35/,9
learjet-45,https://globalmilitary.net/aircraft/learjet-45/,9
leleka-100,https://globalmilitary.net/aircraft/leleka-100/,9
falco,https://globalmilitary.net/aircraft/falco/,9
l410,https://globalmilitary.net/aircraft/l410/,9
m18-dromader,https://globalmilitary.net/aircraft/m18-dromader/,10
m346-master,https://globalmilitary.net/aircraft/m346-master/,10
m4-bison,https://globalmilitary.net/aircraft/m4-bison/,10
m-50-bounder,https://globalmilitary.net/aircraft/m-50-bounder/,10
m-55-mystic,https://globalmilitary.net/aircraft/m-55-mystic/,10
m28-skytruck,https://globalmilitary.net/aircraft/m28-skytruck/,10
mb-326k,https://globalmilitary.net/aircraft/mb-326k/,10
mb-339,https://globalmilitary.net/aircraft/mb-339/,10
bo-105,https://globalmilitary.net/aircraft/bo-105/,10
md-450-ouragan,https://globalmilitary.net/aircraft/md-450-ouragan/,10
md-500,https://globalmilitary.net/aircraft/md-500/,10
md-900,https://globalmilitary.net/aircraft/md-900/,10
mfi-15-safari,https://globalmilitary.net/aircraft/mfi-15-safari/,10
mh-53j-pave-low-iii,https://globalmilitary.net/aircraft/mh-53j-pave-low-iii/,10
mq-1-predator,https://globalmilitary.net/aircraft/mq-1-predator/,10
mq-1c-gray-eagle,https://globalmilitary.net/aircraft/mq-1c-gray-eagle/,10
mq-20-avenger,https://globalmilitary.net/aircraft/mq-20-avenger/,10
mq-25-stingray,https://globalmilitary.net/aircraft/mq-25-stingray/,10
mq-28-ghost-bat,https://globalmilitary.net/aircraft/mq-28-ghost-bat/,10
mq-4-triton,https://globalmilitary.net/aircraft/mq-4-triton/,10
mq-8-fire-scout,https://globalmilitary.net/aircraft/mq-8-fire-scout/,10
mq-9-reaper,https://globalmilitary.net/aircraft/mq-9-reaper/,10
mq-9b-skyguardian,https://globalmilitary.net/aircraft/mq-9b-skyguardian/,10
mqm-107-streaker,https://globalmilitary.net/aircraft/mqm-107-streaker/,10
ms-733-alcyon,https://globalmilitary.net/aircraft/ms-733-alcyon/,10
mv-75-cheyenne-ii,https://globalmilitary.net/aircraft/mv-75-cheyenne-ii/,10
dc-10,https://globalmilitary.net/aircraft/dc-10/,10
meraj-521,https://globalmilitary.net/aircraft/meraj-521/,10
mi-1-hare,https://globalmilitary.net/aircraft/mi-1-hare/,10
mi-10,https://globalmilitary.net/aircraft/mi-10/,10
mi-14-haze,https://globalmilitary.net/aircraft/mi-14-haze/,10
mi-17-hip-h,https://globalmilitary.net/aircraft/mi-17-hip-h/,10
mi-2-hoplite,https://globalmilitary.net/aircraft/mi-2-hoplite/,10
mi-24-hind,https://globalmilitary.net/aircraft/mi-24-hind/,10
mi-26-halo,https://globalmilitary.net/aircraft/mi-26-halo/,10
mi-28-havoc,https://globalmilitary.net/aircraft/mi-28-havoc/,10
mi-34-hermit,https://globalmilitary.net/aircraft/mi-34-hermit/,10
mi-35m,https://globalmilitary.net/aircraft/mi-35m/,10
mi-38,https://globalmilitary.net/aircraft/mi-38/,10
mi-4-hound,https://globalmilitary.net/aircraft/mi-4-hound/,10
mi-6-hook,https://globalmilitary.net/aircraft/mi-6-hook/,10
mi-8-hip,https://globalmilitary.net/aircraft/mi-8-hip/,10
mig-15-fagot,https://globalmilitary.net/aircraft/mig-15-fagot/,10
mig-17-fresco,https://globalmilitary.net/aircraft/mig-17-fresco/,10
mig-19-farmer,https://globalmilitary.net/aircraft/mig-19-farmer/,10
mig-21-fishbed,https://globalmilitary.net/aircraft/mig-21-fishbed/,10
mig-23-flogger,https://globalmilitary.net/aircraft/mig-23-flogger/,10
mig-25-foxbat,https://globalmilitary.net/aircraft/mig-25-foxbat/,10
mig-27-flogger,https://globalmilitary.net/aircraft/mig-27-flogger/,11
mig-29-fulcrum,https://globalmilitary.net/aircraft/mig-29-fulcrum/,11
mig-29k-fulcrum-d,https://globalmilitary.net/aircraft/mig-29k-fulcrum-d/,11
mig-31-foxhound,https://globalmilitary.net/aircraft/mig-31-foxhound/,11
mig-35,https://globalmilitary.net/aircraft/mig-35/,11
mig-9-fargo,https://globalmilitary.net/aircraft/mig-9-fargo/,11
mirage-2000,https://globalmilitary.net/aircraft/mirage-2000/,11
mirage-4000,https://globalmilitary.net/aircraft/mirage-4000/,11
mirage-f1,https://globalmilitary.net/aircraft/mirage-f1/,11
mirage-f2-f3,https://globalmilitary.net/aircraft/mirage-f2-f3/,11
mirage-g,https://globalmilitary.net/aircraft/mirage-g/,11
mirage-i-md550,https://globalmilitary.net/aircraft/mirage-i-md550/,11
mirage-iii-5-50,https://globalmilitary.net/aircraft/mirage-iii-5-50/,11
mirage-iv,https://globalmilitary.net/aircraft/mirage-iv/,11
f1-t2,https://globalmilitary.net/aircraft/f1-t2/,11
mitsubishi-f2,https://globalmilitary.net/aircraft/mitsubishi-f2/,11
mohajer-10,https://globalmilitary.net/aircraft/mohajer-10/,11
mohajer-4,https://globalmilitary.net/aircraft/mohajer-4/,11
mohajer-6,https://globalmilitary.net/aircraft/mohajer-6/,11
cap-10,https://globalmilitary.net/aircraft/cap-10/,11
cap-232,https://globalmilitary.net/aircraft/cap-232/,11
mystere-iv,https://globalmilitary.net/aircraft/mystere-iv/,11
ys-11,https://globalmilitary.net/aircraft/ys-11/,11
albatross,https://globalmilitary.net/aircraft/albatross/,11
nh-90,https://globalmilitary.net/aircraft/nh-90/,11
nagastra-1,https://globalmilitary.net/aircraft/nagastra-1/,11
cj-6,https://globalmilitary.net/aircraft/cj-6/,11
nesher,https://globalmilitary.net/aircraft/nesher/,11
nishant,https://globalmilitary.net/aircraft/nishant/,11
o2-skymaster,https://globalmilitary.net/aircraft/o2-skymaster/,11
oh-1-ninja,https://globalmilitary.net/aircraft/oh-1-ninja/,11
oh-58-kiowa,https://globalmilitary.net/aircraft/oh-58-kiowa/,11
oh-6-cayuse,https://globalmilitary.net/aircraft/oh-6-cayuse/,11
ov-1-mohawk,https://globalmilitary.net/aircraft/ov-1-mohawk/,11
ov-10-bronco,https://globalmilitary.net/aircraft/ov-10-bronco/,11
orbiter,https://globalmilitary.net/aircraft/orbiter/,11
orlan-10,https://globalmilitary.net/aircraft/orlan-10/,11
orlan-30,https://globalmilitary.net/aircraft/orlan-30/,11
p3-orion,https://globalmilitary.net/aircraft/p3-orion/,11
p8-poseidon,https://globalmilitary.net/aircraft/p8-poseidon/,11
p180-avanti,https://globalmilitary.net/aircraft/p180-avanti/,11
pa-31-navajo,https://globalmilitary.net/aircraft/pa-31-navajo/,11
pa-32-cherokee-six,https://globalmilitary.net/aircraft/pa-32-cherokee-six/,11
pa-34-seneca,https://globalmilitary.net/aircraft/pa-34-seneca/,11
pa-44-seminole,https://globalmilitary.net/aircraft/pa-44-seminole/,11
pc-12-eagle,https://globalmilitary.net/aircraft/pc-12-eagle/,11
pc-6-porter,https://globalmilitary.net/aircraft/pc-6-porter/,11
pc-7-turbo-trainer,https://globalmilitary.net/aircraft/pc-7-turbo-trainer/,11
pd-2,https://globalmilitary.net/aircraft/pd-2/,12
pz-130-orlik,https://globalmilitary.net/aircraft/pz-130-orlik/,12
p750,https://globalmilitary.net/aircraft/p750/,12
palianytsia,https://globalmilitary.net/aircraft/palianytsia/,12
pe-2-buck,https://globalmilitary.net/aircraft/pe-2-buck/,12
pegasus-ii,https://globalmilitary.net/aircraft/pegasus-ii/,12
phenom-100,https://globalmilitary.net/aircraft/phenom-100/,12
pc-21,https://globalmilitary.net/aircraft/pc-21/,12
pc-24,https://globalmilitary.net/aircraft/pc-24/,12
pc-9,https://globalmilitary.net/aircraft/pc-9/,12
virus-sw80,https://globalmilitary.net/aircraft/virus-sw80/,12
po-2-mule,https://globalmilitary.net/aircraft/po-2-mule/,12
prachand,https://globalmilitary.net/aircraft/prachand/,12
q5-a5-fantan,https://globalmilitary.net/aircraft/q5-a5-fantan/,12
qh-50-dash,https://globalmilitary.net/aircraft/qh-50-dash/,12
kodiak,https://globalmilitary.net/aircraft/kodiak/,12
r4,https://globalmilitary.net/aircraft/r4/,12
r-99-erieye,https://globalmilitary.net/aircraft/r-99-erieye/,12
rc-135-rivet-joint,https://globalmilitary.net/aircraft/rc-135-rivet-joint/,12
rq-101,https://globalmilitary.net/aircraft/rq-101/,12
rq-11-raven,https://globalmilitary.net/aircraft/rq-11-raven/,12
rq-16-t-hawk,https://globalmilitary.net/aircraft/rq-16-t-hawk/,12
rq-170-sentinel,https://globalmilitary.net/aircraft/rq-170-sentinel/,12
rq-180,https://globalmilitary.net/aircraft/rq-180/,12
rq-2-pioneer,https://globalmilitary.net/aircraft/rq-2-pioneer/,12
rq-20-puma,https://globalmilitary.net/aircraft/rq-20-puma/,12
rq-21-blackjack,https://globalmilitary.net/aircraft/rq-21-blackjack/,12
rq-4-global-hawk,https://globalmilitary.net/aircraft/rq-4-global-hawk/,12
rq-5-hunter,https://globalmilitary.net/aircraft/rq-5-hunter/,12
rq-7-shadow,https://globalmilitary.net/aircraft/rq-7-shadow/,12
ranger,https://globalmilitary.net/aircraft/ranger/,12
rafale,https://globalmilitary.net/aircraft/rafale/,12
r22,https://globalmilitary.net/aircraft/r22/,12
r44-raven,https://globalmilitary.net/aircraft/r44-raven/,12
s100-camcopter,https://globalmilitary.net/aircraft/s100-camcopter/,12
s2-tracker,https://globalmilitary.net/aircraft/s2-tracker/,12
s3-viking,https://globalmilitary.net/aircraft/s3-viking/,12
s-70-okhotnik,https://globalmilitary.net/aircraft/s-70-okhotnik/,12
s76-spirit,https://globalmilitary.net/aircraft/s76-spirit/,12
s92-superhawk,https://globalmilitary.net/aircraft/s92-superhawk/,12
s-333,https://globalmilitary.net/aircraft/s-333/,12
sa-315-lama,https://globalmilitary.net/aircraft/sa-315-lama/,12
sa-315-alouette-ii,https://globalmilitary.net/aircraft/sa-315-alouette-ii/,12
sa-316-alouette-iii,https://globalmilitary.net/aircraft/sa-316-alouette-iii/,12
super-frelon,https://globalmilitary.net/aircraft/super-frelon/,12
sa-330-puma,https://globalmilitary.net/aircraft/sa-330-puma/,12
sa-340-gazelle,https://globalmilitary.net/aircraft/sa-340-gazelle/,12
saab-105,https://globalmilitary.net/aircraft/saab-105/,12
sh-2-seasprite,https://globalmilitary.net/aircraft/sh-2-seasprite/,13
sh-3-sea-king,https://globalmilitary.net/aircraft/sh-3-sea-king/,13
sh-5,https://globalmilitary.net/aircraft/sh-5/,13
sh-60-seahawk,https://globalmilitary.net/aircraft/sh-60-seahawk/,13
sf-260,https://globalmilitary.net/aircraft/sf-260/,13
sm-1019,https://globalmilitary.net/aircraft/sm-1019/,13
sirtap,https://globalmilitary.net/aircraft/sirtap/,13
so-4050-vautour,https://globalmilitary.net/aircraft/so-4050-vautour/,13
sr-71-blackbird,https://globalmilitary.net/aircraft/sr-71-blackbird/,13
sw-4-puszczyk,https://globalmilitary.net/aircraft/sw-4-puszczyk/,13
saab-340,https://globalmilitary.net/aircraft/saab-340/,13
saegheh,https://globalmilitary.net/aircraft/saegheh/,13
hesa-saeqeh,https://globalmilitary.net/aircraft/hesa-saeqeh/,13
patroller,https://globalmilitary.net/aircraft/patroller/,13
samad,https://globalmilitary.net/aircraft/samad/,13
scaneagle,https://globalmilitary.net/aircraft/scaneagle/,13
bulldog,https://globalmilitary.net/aircraft/bulldog/,13
sea-harrier,https://globalmilitary.net/aircraft/sea-harrier/,13
shahed-129,https://globalmilitary.net/aircraft/shahed-129/,13
shahed-131,https://globalmilitary.net/aircraft/shahed-131/,13
shahed-136,https://globalmilitary.net/aircraft/shahed-136/,13
shahed-238,https://globalmilitary.net/aircraft/shahed-238/,13
shahed-101,https://globalmilitary.net/aircraft/shahed-101/,13
shahed-107,https://globalmilitary.net/aircraft/shahed-107/,13
shahed-149-gaza,https://globalmilitary.net/aircraft/shahed-149-gaza/,13
shahed-171-simorgh,https://globalmilitary.net/aircraft/shahed-171-simorgh/,13
shahpar,https://globalmilitary.net/aircraft/shahpar/,13
shahpar-2,https://globalmilitary.net/aircraft/shahpar-2/,13
shenyang-j35,https://globalmilitary.net/aircraft/shenyang-j35/,13
shinmaywa-us-2,https://globalmilitary.net/aircraft/shinmaywa-us-2/,13
short-330,https://globalmilitary.net/aircraft/short-330/,13
short-360,https://globalmilitary.net/aircraft/short-360/,13
short-skyvan,https://globalmilitary.net/aircraft/short-skyvan/,13
skeldar-v-200,https://globalmilitary.net/aircraft/skeldar-v-200/,13
socata-tbm,https://globalmilitary.net/aircraft/socata-tbm/,13
sokil-300,https://globalmilitary.net/aircraft/sokil-300/,13
g4-super-galeb,https://globalmilitary.net/aircraft/g4-super-galeb/,13
sokol-altius,https://globalmilitary.net/aircraft/sokol-altius/,13
sperwer,https://globalmilitary.net/aircraft/sperwer/,13
strikemaster,https://globalmilitary.net/aircraft/strikemaster/,13
su-11-fishpot,https://globalmilitary.net/aircraft/su-11-fishpot/,13
su-15-flagon,https://globalmilitary.net/aircraft/su-15-flagon/,13
su-17-20-22-fitter,https://globalmilitary.net/aircraft/su-17-20-22-fitter/,13
su-24-fencer,https://globalmilitary.net/aircraft/su-24-fencer/,13
su-25-frogfoot,https://globalmilitary.net/aircraft/su-25-frogfoot/,13
su-27-flanker,https://globalmilitary.net/aircraft/su-27-flanker/,13
su-30-flanker-c,https://globalmilitary.net/aircraft/su-30-flanker-c/,13
su-33-flanker-d,https://globalmilitary.net/aircraft/su-33-flanker-d/,13
su-34-fullback,https://globalmilitary.net/aircraft/su-34-fullback/,14
su-35-flanker-e,https://globalmilitary.net/aircraft/su-35-flanker-e/,14
su-37-super-flanker,https://globalmilitary.net/aircraft/su-37-super-flanker/,14
su-47-berkut,https://globalmilitary.net/aircraft/su-47-berkut/,14
su-57-felon,https://globalmilitary.net/aircraft/su-57-felon/,14
su-7-fitter,https://globalmilitary.net/aircraft/su-7-fitter/,14
su-75-checkmate,https://globalmilitary.net/aircraft/su-75-checkmate/,14
su-9-su-11-fishpot,https://globalmilitary.net/aircraft/su-9-su-11-fishpot/,14
super-etendard,https://globalmilitary.net/aircraft/super-etendard/,14
super-mystere-b2,https://globalmilitary.net/aircraft/super-mystere-b2/,14
switchblade-300,https://globalmilitary.net/aircraft/switchblade-300/,14
switchblade-600,https://globalmilitary.net/aircraft/switchblade-600/,14
t2-buckeye,https://globalmilitary.net/aircraft/t2-buckeye/,14
t-23-uirapuru,https://globalmilitary.net/aircraft/t-23-uirapuru/,14
t-25-universal,https://globalmilitary.net/aircraft/t-25-universal/,14
t28-trojan,https://globalmilitary.net/aircraft/t28-trojan/,14
t33-shooting-star,https://globalmilitary.net/aircraft/t33-shooting-star/,14
t34-mentor,https://globalmilitary.net/aircraft/t34-mentor/,14
t35-pillan,https://globalmilitary.net/aircraft/t35-pillan/,14
t37-tweet,https://globalmilitary.net/aircraft/t37-tweet/,14
t38-talon,https://globalmilitary.net/aircraft/t38-talon/,14
t41-mescalero,https://globalmilitary.net/aircraft/t41-mescalero/,14
t45-goshawk,https://globalmilitary.net/aircraft/t45-goshawk/,14
t5-brave-eagle,https://globalmilitary.net/aircraft/t5-brave-eagle/,14
t50-golden-eagle,https://globalmilitary.net/aircraft/t50-golden-eagle/,14
t6-texan-ii,https://globalmilitary.net/aircraft/t6-texan-ii/,14
t67-firefly,https://globalmilitary.net/aircraft/t67-firefly/,14
t7-red-hawk,https://globalmilitary.net/aircraft/t7-red-hawk/,14
t-ch-1-chung-hsing,https://globalmilitary.net/aircraft/t-ch-1-chung-hsing/,14
t129,https://globalmilitary.net/aircraft/t129/,14
tai-aksungur,https://globalmilitary.net/aircraft/tai-aksungur/,14
tai-anka,https://globalmilitary.net/aircraft/tai-anka/,14
anka-3,https://globalmilitary.net/aircraft/anka-3/,14
tb-001,https://globalmilitary.net/aircraft/tb-001/,14
tb-30-epsilon,https://globalmilitary.net/aircraft/tb-30-epsilon/,14
th-55,https://globalmilitary.net/aircraft/th-55/,14
ts-11-iskra,https://globalmilitary.net/aircraft/ts-11-iskra/,14
mastiff,https://globalmilitary.net/aircraft/mastiff/,14
taranis,https://globalmilitary.net/aircraft/taranis/,14
tecnam-p2002,https://globalmilitary.net/aircraft/tecnam-p2002/,14
p2006t,https://globalmilitary.net/aircraft/p2006t/,14
tejas,https://globalmilitary.net/aircraft/tejas/,14
tornado,https://globalmilitary.net/aircraft/tornado/,14
tsaigumi,https://globalmilitary.net/aircraft/tsaigumi/,14
tu-123,https://globalmilitary.net/aircraft/tu-123/,14
tu-126,https://globalmilitary.net/aircraft/tu-126/,14
tu-128-fiddler,https://globalmilitary.net/aircraft/tu-128-fiddler/,14
tu-134-crusty,https://globalmilitary.net/aircraft/tu-134-crusty/,14
tu-141,https://globalmilitary.net/aircraft/tu-141/,15
tu-142,https://globalmilitary.net/aircraft/tu-142/,15
tu-143,https://globalmilitary.net/aircraft/tu-143/,15
tu-144-charger,https://globalmilitary.net/aircraft/tu-144-charger/,15
tu-154-careless,https://globalmilitary.net/aircraft/tu-154-careless/,15
tu-16-badger,https://globalmilitary.net/aircraft/tu-16-badger/,15
tu-160-blackjack,https://globalmilitary.net/aircraft/tu-160-blackjack/,15
tu-2-bat,https://globalmilitary.net/aircraft/tu-2-bat/,15
tu-214-mogul,https://globalmilitary.net/aircraft/tu-214-mogul/,15
tu-22-blinder,https://globalmilitary.net/aircraft/tu-22-blinder/,15
tu-22m-backfire,https://globalmilitary.net/aircraft/tu-22m-backfire/,15
tu-4-bull,https://globalmilitary.net/aircraft/tu-4-bull/,15
tu-95-bear,https://globalmilitary.net/aircraft/tu-95-bear/,15
typhoon,https://globalmilitary.net/aircraft/typhoon/,15
u2-dragon-lady,https://globalmilitary.net/aircraft/u2-dragon-lady/,15
punisher,https://globalmilitary.net/aircraft/punisher/,15
uh-1-huey,https://globalmilitary.net/aircraft/uh-1-huey/,15
uh-1n-twin-huey,https://globalmilitary.net/aircraft/uh-1n-twin-huey/,15
uh-1y-venom,https://globalmilitary.net/aircraft/uh-1y-venom/,15
uh-60-black-hawk,https://globalmilitary.net/aircraft/uh-60-black-hawk/,15
uh-72-lakota,https://globalmilitary.net/aircraft/uh-72-lakota/,15
uj-22-airborne,https://globalmilitary.net/aircraft/uj-22-airborne/,15
uj-25-skyline,https://globalmilitary.net/aircraft/uj-25-skyline/,15
utva-75,https://globalmilitary.net/aircraft/utva-75/,15
v-12-homer,https://globalmilitary.net/aircraft/v-12-homer/,15
v22-osprey,https://globalmilitary.net/aircraft/v22-osprey/,15
v-bat,https://globalmilitary.net/aircraft/v-bat/,15
vc-25-air-force-one,https://globalmilitary.net/aircraft/vc-25-air-force-one/,15
vh-60-white-hawk,https://globalmilitary.net/aircraft/vh-60-white-hawk/,15
valiant,https://globalmilitary.net/aircraft/valiant/,15
victor,https://globalmilitary.net/aircraft/victor/,15
vulcan,https://globalmilitary.net/aircraft/vulcan/,15
p68,https://globalmilitary.net/aircraft/p68/,15
w3-sokol,https://globalmilitary.net/aircraft/w3-sokol/,15
wj-700,https://globalmilitary.net/aircraft/wj-700/,15
wz-7-soaring-dragon,https://globalmilitary.net/aircraft/wz-7-soaring-dragon/,15
wz-8,https://globalmilitary.net/aircraft/wz-8/,15
warmate,https://globalmilitary.net/aircraft/warmate/,15
wasp-iii,https://globalmilitary.net/aircraft/wasp-iii/,15
watchkeeper,https://globalmilitary.net/aircraft/watchkeeper/,15
wessex,https://globalmilitary.net/aircraft/wessex/,15
lynx,https://globalmilitary.net/aircraft/lynx/,15
westland-scout,https://globalmilitary.net/aircraft/westland-scout/,15
westland-wasp,https://globalmilitary.net/aircraft/westland-wasp/,15
wing-loong-i,https://globalmilitary.net/aircraft/wing-loong-i/,15
wing-loong-ii,https://globalmilitary.net/aircraft/wing-loong-ii/,15
wing-loong-10,https://globalmilitary.net/aircraft/wing-loong-10/,15
wulung,https://globalmilitary.net/aircraft/wulung/,15
x31-efm-vector,https://globalmilitary.net/aircraft/x31-efm-vector/,16
x-47b,https://globalmilitary.net/aircraft/x-47b/,16
xq-58-valkyrie,https://globalmilitary.net/aircraft/xq-58-valkyrie/,16
y12,https://globalmilitary.net/aircraft/y12/,16
y20,https://globalmilitary.net/aircraft/y20/,16
y7,https://globalmilitary.net/aircraft/y7/,16
y8,https://globalmilitary.net/aircraft/y8/,16
y9,https://globalmilitary.net/aircraft/y9/,16
yf-23-black-widow-ii,https://globalmilitary.net/aircraft/yf-23-black-widow-ii/,16
yfq-48-talon-blue,https://globalmilitary.net/aircraft/yfq-48-talon-blue/,16
yabhon-united-40,https://globalmilitary.net/aircraft/yabhon-united-40/,16
yak-11-moose,https://globalmilitary.net/aircraft/yak-11-moose/,16
yak-130-mitten,https://globalmilitary.net/aircraft/yak-130-mitten/,16
yak-141-freestyle,https://globalmilitary.net/aircraft/yak-141-freestyle/,16
yak-15-feather,https://globalmilitary.net/aircraft/yak-15-feather/,16
yak-152,https://globalmilitary.net/aircraft/yak-152/,16
yak-18-max,https://globalmilitary.net/aircraft/yak-18-max/,16
yak-24-horse,https://globalmilitary.net/aircraft/yak-24-horse/,16
yak-25-flashlight,https://globalmilitary.net/aircraft/yak-25-flashlight/,16
yak-28-brewer-firebar,https://globalmilitary.net/aircraft/yak-28-brewer-firebar/,16
yak-36-freehand,https://globalmilitary.net/aircraft/yak-36-freehand/,16
yak-38-forger,https://globalmilitary.net/aircraft/yak-38-forger/,16
yak-40-codling,https://globalmilitary.net/aircraft/yak-40-codling/,16
yak-42-clobber,https://globalmilitary.net/aircraft/yak-42-clobber/,16
yak-52,https://globalmilitary.net/aircraft/yak-52/,16
yak-9-frank,https://globalmilitary.net/aircraft/yak-9-frank/,16
z10,https://globalmilitary.net/aircraft/z10/,16
z11,https://globalmilitary.net/aircraft/z11/,16
z18,https://globalmilitary.net/aircraft/z18/,16
z19,https://globalmilitary.net/aircraft/z19/,16
z20,https://globalmilitary.net/aircraft/z20/,16
z8,https://globalmilitary.net/aircraft/z8/,16
z9-haitun,https://globalmilitary.net/aircraft/z9-haitun/,16
zala-lancet,https://globalmilitary.net/aircraft/zala-lancet/,16
zdk-03-karakoram-eagle,https://globalmilitary.net/aircraft/zdk-03-karakoram-eagle/,16
zlin-42,https://globalmilitary.net/aircraft/zlin-42/,16
zlin-43,https://globalmilitary.net/aircraft/zlin-43/,16
neuron,https://globalmilitary.net/aircraft/neuron/,16
etendard-ivm,https://globalmilitary.net/aircraft/etendard-ivm/,16
